timestamp_s,x_m,y_m,z_m,pitch_deg,yaw_deg,roll_deg
9.500000000,-14.594759941,1.169524312,-15.551750183,23.804683,4.023115,2.373930
9.533333333,-14.636874199,1.212777734,-15.740886688,23.666151,4.389518,2.718414
9.566666666,-14.680256844,1.254004002,-15.933243752,23.295230,4.718147,3.107050
9.600000000,-14.723113060,1.296139002,-16.125421524,22.997768,4.944931,3.330622
9.633333333,-14.764549255,1.339342356,-16.316982269,22.830933,5.116941,3.469824
9.666666666,-14.805207253,1.381355405,-16.510452271,22.699600,5.231238,3.740518
9.700000000,-14.844474792,1.423534870,-16.708635330,22.698651,5.421510,3.955661
9.733333333,-14.883204460,1.465508699,-16.910066605,22.657653,5.546370,4.085231
9.766666666,-14.921375275,1.507124305,-17.113929749,22.619853,5.627293,4.221932
9.800000000,-14.959456444,1.546834707,-17.320209503,22.574768,5.738903,4.386585
9.833333333,-14.997048378,1.586350918,-17.527240753,22.603310,5.851132,4.492554
9.866666666,-15.033923149,1.625737548,-17.736015320,22.630894,5.935790,4.576674
9.900000000,-15.070142746,1.664777875,-17.944963455,22.602783,5.974737,4.663050
9.933333333,-15.106315613,1.702945113,-18.157392502,22.592419,6.044349,4.725516
9.966666666,-15.142465591,1.740527868,-18.373012543,22.592967,6.117693,4.775225
10.000000000,-15.178495407,1.777455330,-18.591077805,22.608032,6.181697,4.810456
10.033333333,-15.215156555,1.813902140,-18.810941696,22.590818,6.247712,4.842476
10.066666666,-15.252119064,1.849091053,-19.032432556,22.575154,6.342267,4.919403
10.100000000,-15.288779259,1.883298278,-19.254400253,22.572504,6.465390,5.001180
10.133333333,-15.336686134,1.918672562,-19.499366760,22.507005,6.805134,5.203810
10.166666666,-15.382686615,1.953339458,-19.739009857,22.475227,6.899082,5.230099
10.200000000,-15.428465843,1.986854076,-19.976251602,22.442631,7.041956,5.303482
10.233333333,-15.472384453,2.018792629,-20.210924149,22.457438,7.155238,5.362341
10.266666666,-15.519760132,2.051610708,-20.446935654,22.361886,7.271331,5.429388
10.300000000,-15.565302849,2.082447052,-20.677373886,22.367825,7.408157,5.541961
10.333333333,-15.607278824,2.111279726,-20.900836945,22.421478,7.468780,5.575257
10.366666666,-15.648763657,2.139023066,-21.119651794,22.373552,7.560486,5.629907
10.400000000,-15.689958572,2.165780544,-21.337940216,22.364613,7.650723,5.652434
10.433333333,-15.730993271,2.192152977,-21.553487778,22.387278,7.710044,5.659434
10.466666666,-15.771764755,2.218635559,-21.766910553,22.420844,7.758668,5.666301
10.500000000,-15.812705040,2.245894194,-21.979772568,22.468858,7.724464,5.577841
10.533333333,-15.855862617,2.273285627,-22.196186066,22.486741,7.822393,5.639038
10.566666666,-15.895627022,2.299025774,-22.404714584,22.549007,7.890635,5.676966
10.600000000,-15.936362267,2.324833870,-22.613672256,22.533200,8.015524,5.718233
10.633333333,-15.978053093,2.349590778,-22.822093964,22.489917,8.107321,5.743663
10.666666666,-16.023426056,2.374222517,-23.035837173,22.457747,8.220594,5.793168
10.700000000,-16.072360992,2.399116755,-23.254693985,22.473185,8.321147,5.849903
10.733333333,-16.112949371,2.419795275,-23.451997757,22.483865,8.341641,5.878086
10.766666666,-16.153959274,2.439125538,-23.649150848,22.562949,8.345817,5.907151
