timestamp_s,yaw_deg,pitch_deg,roll_deg
9.173834,288.026225,-13.710858,11.581678
9.174829,287.985335,-13.728522,11.581225
9.175822,287.938138,-13.704206,11.579728
9.176818,287.892059,-13.684746,11.577574
9.177813,287.848179,-13.675041,11.573429
9.178808,287.806099,-13.668689,11.563594
9.179803,287.767529,-13.651004,11.543574
9.180798,287.727352,-13.617109,11.530540
9.181792,287.688847,-13.580595,11.526632
9.182787,287.649861,-13.542979,11.525419
9.183783,287.609228,-13.513707,11.533327
9.184778,287.568714,-13.496175,11.541051
9.185773,287.527016,-13.483407,11.543923
9.186769,287.487016,-13.470605,11.539360
9.187762,287.447691,-13.460306,11.544438
9.188757,287.409086,-13.436776,11.547793
9.189752,287.370854,-13.407337,11.549533
9.190749,287.330301,-13.380581,11.556106
9.191743,287.291079,-13.350401,11.560251
9.192740,287.253657,-13.318945,11.560763
9.193731,287.213611,-13.289650,11.565027
9.194727,287.173391,-13.254237,11.568383
9.195722,287.135128,-13.216350,11.567023
9.196717,287.098113,-13.179514,11.570794
9.197712,287.063269,-13.151308,11.567213
9.198707,287.030411,-13.128080,11.557545
9.199704,286.996155,-13.098576,11.546632
9.200696,286.964822,-13.061031,11.534821
9.201692,286.933457,-13.023557,11.523155
9.202687,286.901107,-12.979631,11.516248
9.203682,286.869300,-12.942646,11.508904
9.204677,286.839324,-12.913902,11.498046
9.205673,286.810020,-12.879769,11.490693
9.206666,286.779793,-12.843547,11.489393
9.207662,286.750816,-12.806231,11.479565
9.208657,286.723423,-12.765021,11.470828
9.209652,286.699630,-12.726166,11.467486
9.210647,286.677291,-12.687191,11.465402
9.211642,286.652748,-12.652194,11.475021
9.212636,286.626024,-12.627731,11.484071
9.213631,286.599815,-12.607523,11.490138
9.214627,286.578320,-12.610214,11.491789
9.215622,286.558503,-12.615220,11.496136
9.216617,286.535388,-12.613596,11.504265
9.217612,286.516443,-12.607828,11.503320
9.218606,286.502793,-12.605108,11.498163
9.219601,286.488804,-12.595355,11.496129
9.220596,286.471514,-12.582954,11.497872
9.221591,286.453013,-12.583247,11.498861
9.222587,286.436140,-12.584865,11.493368
9.223582,286.419728,-12.576621,11.489820
9.224577,286.403429,-12.569395,11.491343
9.225570,286.386616,-12.567037,11.495017
9.226565,286.368664,-12.563461,11.493841
9.227560,286.352915,-12.555348,11.493201
9.228557,286.339011,-12.543605,11.496232
9.229551,286.324819,-12.537793,11.502380
9.230546,286.308189,-12.536466,11.507024
9.231539,286.292142,-12.533265,11.509503
9.232534,286.273594,-12.490781,11.515950
9.233530,286.255850,-12.453018,11.519232
9.234525,286.236104,-12.408473,11.523522
9.235520,286.214600,-12.360649,11.529185
9.236515,286.196468,-12.317019,11.527704
9.237508,286.179624,-12.270080,11.526199
9.238504,286.159034,-12.221832,11.533004
9.239499,286.139746,-12.177579,11.533533
9.240494,286.127056,-12.181011,11.537235
9.241489,286.113294,-12.190199,11.536076
9.242484,286.102296,-12.194965,11.533316
9.243479,286.089875,-12.200443,11.528821
9.244474,286.078795,-12.206190,11.520990
9.245469,286.061668,-12.159368,11.502652
9.246464,286.047383,-12.105601,11.478907
9.247460,286.032019,-12.041518,11.469283
9.248455,286.015044,-11.982130,11.468251
9.249450,285.995532,-11.916349,11.469757
9.250445,285.973822,-11.845604,11.471291
9.251440,285.954025,-11.787370,11.476877
9.252435,285.933537,-11.743737,11.484600
9.253430,285.910763,-11.692912,11.484429
9.254425,285.891157,-11.640825,11.487154
9.255421,285.871914,-11.597912,11.484336
9.256416,285.853825,-11.553141,11.483177
9.257409,285.833128,-11.507609,11.488457
9.258405,285.813446,-11.465422,11.490542
9.259400,285.795439,-11.423760,11.487576
9.260395,285.777230,-11.373942,11.490990
9.261392,285.759441,-11.315876,11.496477
9.262384,285.742943,-11.261623,11.502910
9.263379,285.723958,-11.209660,11.515111
9.264374,285.706074,-11.158799,11.521171
9.265369,285.692163,-11.110345,11.514449
9.266365,285.679732,-11.061119,11.505939
9.267360,285.666949,-11.008920,11.495480
9.268353,285.658302,-10.963242,11.482068
9.269350,285.649727,-10.920230,11.465738
9.270343,285.636526,-10.867823,11.449584
9.271341,285.626126,-10.819535,11.429981
9.272334,285.617597,-10.776132,11.407110
9.273329,285.606395,-10.734367,11.387106
9.274324,285.595948,-10.687408,11.369285
9.275318,285.584027,-10.637120,11.349269
9.276314,285.574542,-10.590141,11.332756
9.277308,285.562040,-10.552951,11.320642
9.278303,285.552842,-10.516772,11.308491
9.279300,285.542207,-10.481011,11.304021
9.280293,285.531639,-10.451570,11.308909
9.281287,285.520067,-10.415436,11.309921
9.282283,285.505645,-10.378480,11.312376
9.283278,285.490144,-10.362427,11.316402
9.284273,285.475992,-10.351871,11.319780
9.285268,285.463536,-10.333542,11.317913
9.286263,285.452087,-10.306502,11.315864
9.287258,285.441333,-10.279266,11.316519
9.288253,285.433117,-10.252399,11.312401
9.289248,285.422158,-10.223046,11.308383
9.290243,285.413155,-10.194351,11.310425
9.291239,285.406696,-10.185116,11.314599
9.292234,285.397964,-10.180416,11.323213
9.293229,285.392048,-10.175274,11.330320
9.294224,285.384595,-10.171819,11.334664
9.295219,285.375327,-10.141506,11.336186
9.296214,285.367280,-10.098488,11.339728
9.297209,285.362085,-10.065896,11.341840
9.298204,285.356073,-10.033498,11.343372
9.299200,285.345658,-9.985516,11.346227
9.300198,285.336989,-9.937436,11.347128
9.301190,285.328435,-9.893487,11.344272
9.302186,285.319265,-9.841284,11.348615
9.303181,285.308926,-9.790956,11.354259
9.304176,285.300945,-9.742509,11.351552
9.305171,285.291041,-9.692943,11.350230
9.306166,285.279378,-9.639739,11.351477
9.307161,285.270826,-9.596763,11.346196
9.308157,285.264191,-9.565520,11.343170
9.309154,285.254423,-9.540512,11.338790
9.310147,285.248394,-9.513911,11.329415
9.311142,285.241819,-9.481308,11.323600
9.312137,285.236648,-9.472333,11.323437
9.313132,285.229641,-9.458021,11.330634
9.314127,285.219795,-9.444145,11.339301
9.315122,285.211783,-9.434609,11.346658
9.316117,285.201769,-9.430647,11.354341
9.317112,285.188991,-9.409385,11.361830
9.318106,285.177349,-9.393953,11.368151
9.319101,285.167699,-9.369985,11.380177
9.320096,285.159181,-9.357359,11.384578
9.321092,285.150819,-9.348736,11.389966
9.322087,285.143148,-9.354186,11.387171
9.323082,285.137646,-9.359070,11.385035
9.324077,285.129304,-9.363394,11.384366
9.325071,285.122971,-9.365126,11.383375
9.326066,285.116643,-9.365867,11.376331
9.327061,285.108807,-9.363327,11.372556
9.328056,285.095716,-9.333885,11.379041
9.329051,285.082489,-9.314484,11.386491
9.330047,285.069695,-9.293279,11.385915
9.331041,285.057350,-9.263736,11.385203
9.332036,285.046295,-9.234793,11.387899
9.333032,285.032373,-9.204539,11.388176
9.334027,285.021968,-9.167389,11.390592
9.335022,285.011241,-9.132971,11.390301
9.336017,285.002706,-9.101387,11.387177
9.337012,284.992202,-9.061410,11.387572
9.338007,284.981499,-9.012763,11.394107
9.339003,284.975694,-8.975130,11.398457
9.339997,284.965522,-8.939209,11.407972
9.340993,284.953677,-8.891341,11.420520
9.341988,284.944173,-8.855783,11.424312
9.342982,284.936530,-8.830588,11.426802
9.343977,284.924635,-8.798961,11.426358
9.344972,284.912630,-8.766822,11.428520
9.345967,284.904844,-8.739034,11.424797
9.346962,284.893788,-8.714282,11.427263
9.347957,284.884838,-8.712510,11.422568
9.348952,284.877741,-8.712100,11.416588
9.349947,284.870645,-8.713681,11.410608
9.350942,284.864398,-8.715431,11.403494
9.351937,284.853362,-8.693611,11.393599
9.352932,284.843992,-8.662479,11.383605
9.353927,284.832777,-8.634693,11.381706
9.354923,284.821736,-8.612421,11.379076
9.355919,284.811106,-8.583676,11.373303
9.356914,284.800919,-8.575697,11.373803
9.357908,284.791195,-8.570797,11.377250
9.358903,284.778752,-8.563366,11.383112
9.359898,284.767410,-8.556153,11.382773
9.360893,284.756476,-8.527539,11.387378
9.361888,284.743962,-8.497226,11.392076
9.362883,284.731905,-8.467895,11.398420
9.363878,284.721111,-8.439846,11.399542
9.364874,284.711977,-8.411220,11.396256
9.365868,284.705514,-8.404973,11.394178
9.366865,284.699477,-8.388825,11.395051
9.367859,284.694609,-8.372953,11.396758
9.368854,284.687460,-8.359600,11.403822
9.369849,284.677739,-8.347726,11.414271
9.370845,284.667712,-8.338768,11.422758
9.371839,284.658530,-8.319038,11.413213
9.372834,284.649280,-8.291912,11.404480
9.373832,284.637919,-8.264774,11.404377
9.374825,284.630970,-8.240743,11.398316
9.375820,284.622041,-8.219162,11.398400
9.376815,284.608927,-8.202081,11.401244
9.377810,284.598467,-8.184816,11.399997
9.378805,284.589454,-8.175282,11.401825
9.379800,284.579935,-8.164737,11.407268
9.380796,284.570049,-8.146176,11.411317
9.381794,284.561411,-8.134486,11.415551
9.382786,284.551822,-8.132588,11.419901
9.383784,284.539360,-8.121335,11.428065
9.384777,284.527115,-8.104030,11.432559
9.385772,284.514188,-8.092010,11.441885
9.386767,284.503214,-8.085188,11.441226
9.387762,284.492533,-8.069490,11.435508
9.388757,284.483370,-8.037783,11.430068
9.389752,284.476475,-8.031441,11.432027
9.390747,284.469142,-8.026007,11.438064
9.391742,284.459656,-8.017160,11.443393
9.392738,284.452754,-8.009814,11.445351
9.393732,284.445724,-8.006431,11.446320
9.394728,284.438114,-8.004922,11.443346
9.395723,284.433684,-8.003048,11.433909
9.396718,284.431691,-7.994693,11.427150
9.397713,284.429117,-7.977269,11.423485
9.398708,284.424511,-7.948496,11.427129
9.399705,284.413536,-7.903637,11.435016
9.400697,284.404344,-7.889910,11.442274
9.401692,284.394499,-7.848935,11.449255
9.402688,284.386221,-7.810785,11.460157
9.403682,284.377213,-7.780014,11.460529
9.404678,284.364299,-7.750215,11.464157
9.405672,284.351449,-7.722956,11.472808
9.406667,284.342023,-7.699416,11.473647
9.407662,284.332957,-7.677623,11.477082
9.408657,284.321396,-7.652290,11.483593
9.409652,284.313084,-7.625715,11.490093
9.410648,284.304471,-7.611356,11.496263
9.411643,284.294540,-7.599151,11.500086
9.412638,284.283893,-7.583079,11.498739
9.413635,284.279393,-7.573209,11.488262
9.414628,284.279064,-7.558249,11.478287
9.415623,284.278132,-7.540153,11.471382
9.416618,284.274371,-7.519505,11.473876
9.417614,284.266364,-7.500979,11.482946
9.418609,284.255606,-7.483911,11.494367
9.419604,284.246990,-7.465277,11.506512
9.420599,284.238587,-7.455640,11.512607
9.421594,284.231191,-7.452173,11.518573
9.422589,284.216522,-7.428918,11.530584
9.423584,284.205229,-7.397473,11.539794
9.424579,284.192882,-7.356029,11.549384
9.425574,284.182353,-7.313663,11.556893
9.426569,284.176696,-7.305564,11.560613
9.427564,284.169179,-7.304056,11.573595
9.428559,284.161016,-7.300427,11.581642
9.429554,284.152465,-7.293735,11.586726
9.430551,284.146643,-7.283593,11.581425
9.431544,284.143862,-7.272112,11.575766
9.432539,284.141205,-7.261629,11.571083
9.433534,284.136424,-7.247735,11.573684
9.434529,284.127227,-7.213469,11.578756
9.435524,284.120534,-7.180654,11.574677
9.436519,284.112619,-7.145814,11.573396
9.437514,284.104373,-7.120478,11.577081
9.438509,284.094241,-7.098775,11.581989
9.439505,284.084651,-7.076474,11.582786
9.440499,284.077723,-7.042395,11.579887
9.441494,284.074699,-7.019898,11.580252
9.442489,284.070914,-6.998243,11.582712
9.443484,284.062704,-6.977688,11.590714
9.444481,284.055238,-6.954253,11.596628
9.445474,284.045910,-6.936489,11.603742
9.446469,284.038332,-6.919044,11.608652
9.447465,284.031755,-6.903776,11.613445
9.448459,284.024061,-6.889305,11.617359
9.449456,284.014615,-6.863904,11.620095
9.450450,284.004418,-6.838621,11.624459
9.451445,283.997241,-6.818854,11.620738
9.452440,283.990060,-6.799848,11.622823
9.453435,283.978468,-6.774596,11.630934
9.454431,283.968141,-6.746772,11.634468
9.455426,283.959489,-6.721343,11.634798
9.456421,283.949364,-6.692651,11.639979
9.457416,283.942301,-6.673315,11.640789
9.458411,283.931808,-6.645671,11.648485
9.459406,283.919889,-6.612390,11.657538
9.460402,283.909787,-6.589433,11.658681
9.461397,283.900703,-6.566702,11.659706
9.462392,283.888418,-6.536964,11.668404
9.463387,283.874297,-6.514209,11.681287
9.464382,283.862074,-6.485503,11.689249
9.465377,283.850293,-6.458786,11.689895
9.466372,283.838270,-6.433673,11.690228
9.467368,283.828339,-6.407548,11.685925
9.468363,283.819659,-6.376564,11.677179
9.469358,283.810570,-6.336571,11.671287
9.470353,283.800888,-6.290690,11.662097
9.471348,283.792922,-6.237602,11.651745
9.472345,283.781545,-6.187859,11.643952
9.473338,283.772364,-6.169125,11.643925
9.474334,283.761927,-6.145107,11.642021
9.475329,283.753737,-6.115594,11.641879
9.476324,283.745871,-6.086147,11.644702
9.477320,283.736877,-6.055447,11.646638
9.478314,283.726571,-6.030505,11.645706
9.479309,283.719556,-5.983794,11.640756
9.480304,283.710885,-5.941740,11.638265
9.481299,283.703997,-5.907389,11.631518
9.482296,283.697240,-5.876286,11.626134
9.483289,283.690891,-5.842191,11.621664
9.484284,283.686963,-5.817512,11.609828
9.485279,283.682166,-5.787469,11.606414
9.486275,283.673657,-5.756008,11.608670
9.487271,283.669216,-5.728477,11.603795
9.488265,283.664368,-5.696628,11.593363
9.489260,283.656716,-5.655070,11.589932
9.490255,283.650969,-5.621573,11.582088
9.491250,283.644616,-5.593362,11.579022
9.492246,283.632771,-5.575598,11.582723
9.493239,283.623566,-5.558842,11.581465
9.494234,283.615540,-5.548234,11.580747
9.495229,283.605724,-5.532333,11.584678
9.496224,283.593690,-5.518971,11.586817
9.497220,283.585496,-5.508362,11.586590
9.498215,283.580149,-5.485398,11.584095
9.499209,283.572744,-5.454090,11.591777
9.500205,283.564211,-5.423491,11.598574
9.501200,283.554881,-5.392256,11.601323
9.502195,283.546479,-5.356663,11.604930
9.503190,283.537779,-5.321131,11.611282
9.504185,283.525661,-5.288663,11.619156
9.505180,283.517132,-5.261200,11.613276
9.506175,283.514800,-5.223663,11.592938
9.507170,283.511735,-5.178552,11.583180
9.508165,283.502528,-5.137896,11.593981
9.509161,283.493126,-5.112101,11.602805
9.510155,283.482548,-5.087110,11.609715
9.511151,283.469267,-5.073479,11.620870
9.512146,283.457394,-5.066112,11.624898
9.513141,283.449863,-5.065590,11.620557
9.514136,283.443998,-5.052470,11.612075
9.515131,283.436737,-5.030113,11.610704
9.516126,283.430754,-5.012989,11.612216
9.517122,283.420979,-5.003053,11.617054
9.518117,283.409760,-4.988853,11.617015
9.519112,283.401223,-4.973205,11.612749
9.520107,283.394631,-4.958088,11.607643
9.521102,283.387019,-4.938740,11.603346
9.522097,283.381350,-4.907579,11.596367
9.523092,283.373744,-4.877267,11.588999
9.524087,283.363080,-4.840576,11.590067
9.525082,283.349866,-4.807978,11.594729
9.526077,283.338217,-4.780000,11.599372
9.527072,283.328458,-4.749796,11.593556
9.528068,283.317509,-4.717161,11.589253
9.529062,283.307716,-4.691150,11.583397
9.530058,283.298625,-4.670037,11.577044
9.531055,283.289086,-4.655066,11.581496
9.532048,283.278864,-4.641976,11.583668
9.533043,283.269559,-4.629123,11.583526
9.534038,283.257114,-4.619840,11.584785
9.535033,283.247805,-4.617742,11.579084
9.536029,283.240652,-4.609478,11.569628
9.537024,283.230535,-4.589506,11.567413
9.538019,283.219084,-4.572085,11.564792
9.539014,283.208487,-4.552879,11.560113
9.540009,283.196362,-4.527762,11.554652
9.541004,283.183031,-4.495572,11.553264
9.541999,283.166929,-4.467132,11.557585
9.542994,283.152917,-4.433979,11.557187
9.543989,283.141489,-4.410810,11.554472
9.544986,283.127168,-4.381500,11.553675
9.545979,283.112845,-4.349030,11.543999
9.546974,283.102002,-4.319028,11.534392
9.547969,283.090586,-4.290835,11.533290
9.548964,283.077506,-4.258340,11.531231
9.549959,283.066485,-4.227333,11.527496
9.550954,283.055255,-4.208558,11.521252
9.551950,283.046287,-4.194696,11.514487
9.552945,283.034573,-4.176736,11.510699
9.553940,283.023654,-4.157631,11.512223
9.554935,283.013121,-4.148560,11.512946
9.555930,283.001754,-4.137529,11.508214
9.556925,282.989561,-4.128921,11.506252
9.557922,282.979516,-4.118019,11.502611
9.558915,282.968240,-4.106320,11.500839
9.559910,282.954823,-4.090251,11.506209
9.560906,282.942008,-4.069200,11.508644
9.561903,282.929600,-4.054439,11.505830
9.562896,282.915220,-4.038343,11.503171
9.563891,282.900846,-4.017316,11.501860
9.564886,282.890232,-3.998086,11.498144
9.565881,282.878412,-3.974955,11.494203
9.566877,282.863697,-3.936465,11.491711
9.567872,282.850790,-3.901858,11.482956
9.568867,282.837586,-3.864738,11.473356
9.569862,282.821992,-3.824673,11.470261
9.570857,282.808368,-3.785992,11.463786
9.571852,282.794974,-3.746232,11.453802
9.572847,282.779833,-3.707185,11.446564
9.573842,282.764238,-3.666992,11.437681
9.574837,282.748637,-3.633450,11.429264
9.575832,282.732829,-3.604774,11.426753
9.576827,282.715901,-3.579982,11.427416
9.577824,282.701379,-3.558179,11.422719
9.578817,282.688436,-3.535277,11.415307
9.579814,282.674323,-3.517956,11.413931
9.580807,282.661435,-3.506244,11.409307
9.581802,282.649045,-3.496687,11.406133
9.582799,282.634774,-3.491569,11.407674
9.583792,282.622576,-3.487928,11.400650
9.584787,282.610658,-3.477591,11.394850
9.585782,282.596963,-3.465928,11.393144
9.586777,282.581425,-3.454297,11.399391
9.587774,282.564412,-3.448475,11.403273
9.588767,282.549363,-3.444784,11.398150
9.589764,282.536555,-3.435203,11.389824
9.590757,282.523736,-3.420777,11.384108
9.591752,282.508403,-3.406301,11.382723
9.592748,282.490034,-3.392443,11.384531
9.593742,282.471594,-3.380215,11.386115
9.594737,282.457152,-3.360617,11.378798
9.595732,282.440994,-3.335040,11.377153
9.596727,282.423592,-3.308095,11.380619
9.597724,282.407517,-3.284658,11.381039
9.598718,282.389805,-3.265240,11.383114
9.599713,282.375255,-3.253253,11.374568
9.600708,282.359893,-3.232358,11.363618
9.601703,282.341400,-3.202427,11.363400
9.602700,282.321186,-3.177059,11.369605
9.603693,282.303155,-3.162732,11.374495
9.604691,282.285659,-3.155194,11.369549
9.605685,282.270095,-3.141098,11.361526
9.606680,282.253475,-3.132303,11.354504
9.607675,282.239538,-3.122968,11.337392
9.608670,282.225905,-3.108884,11.322297
9.609665,282.212746,-3.096652,11.309567
9.610661,282.198169,-3.090891,11.294835
9.611655,282.178695,-3.078697,11.283429
9.612651,282.161027,-3.061783,11.272909
9.613646,282.145019,-3.043619,11.261504
9.614641,282.126696,-3.031483,11.256151
9.615636,282.108326,-3.029112,11.250104
9.616631,282.088793,-3.028721,11.246563
9.617627,282.068253,-3.026777,11.244006
9.618621,282.048969,-3.029837,11.245617
9.619617,282.031520,-3.026271,11.244119
9.620611,282.014360,-3.015560,11.241378
9.621606,281.993328,-3.015026,11.247681
9.622601,281.971093,-3.004719,11.249823
9.623596,281.950606,-3.001574,11.252768
9.624591,281.929382,-2.996877,11.258435
9.625587,281.908854,-2.984508,11.258156
9.626581,281.886149,-2.965743,11.261504
9.627577,281.863565,-2.946996,11.267817
9.628572,281.839685,-2.932705,11.274579
9.629567,281.819444,-2.917408,11.277984
9.630562,281.797151,-2.896133,11.279090
9.631557,281.774834,-2.875831,11.285565
9.632553,281.753583,-2.861712,11.287605
9.633547,281.730349,-2.844242,11.289733
9.634542,281.707141,-2.827757,11.292851
9.635538,281.684723,-2.817392,11.291939
9.636535,281.663100,-2.807178,11.286990
9.637528,281.639675,-2.790293,11.288341
9.638523,281.618002,-2.770999,11.291518
9.639518,281.593622,-2.757031,11.293392
9.640513,281.566791,-2.732562,11.296046
9.641509,281.542451,-2.709797,11.294953
9.642504,281.520169,-2.686447,11.293028
9.643499,281.495003,-2.656729,11.291426
9.644494,281.470940,-2.628347,11.288870
9.645489,281.449414,-2.604906,11.282651
9.646484,281.427070,-2.590585,11.282647
9.647479,281.403666,-2.575062,11.281688
9.648474,281.382199,-2.562903,11.278647
9.649469,281.361701,-2.550936,11.274563
9.650464,281.341205,-2.535985,11.270474
9.651460,281.318705,-2.520633,11.267459
9.652455,281.297242,-2.509476,11.264398
9.653450,281.277001,-2.491901,11.255770
9.654445,281.256606,-2.475503,11.247823
9.655441,281.236699,-2.460493,11.237354
9.656436,281.217783,-2.446710,11.225866
9.657431,281.195814,-2.434280,11.222119
9.658426,281.175113,-2.417674,11.217785
9.659421,281.152844,-2.404583,11.215005
9.660417,281.130507,-2.404235,11.205635
9.661412,281.112134,-2.396707,11.186679
9.662407,281.093948,-2.384703,11.172174
9.663402,281.074692,-2.362144,11.169708
9.664397,281.051732,-2.336232,11.168316
9.665392,281.028146,-2.312671,11.167831
9.666388,281.003812,-2.298623,11.169776
9.667383,280.979846,-2.283281,11.171065
9.668378,280.957303,-2.267851,11.167200
9.669373,280.935851,-2.256163,11.164469
9.670371,280.916248,-2.245947,11.159161
9.671363,280.895741,-2.226443,11.155240
9.672358,280.872458,-2.209252,11.159090
9.673355,280.848087,-2.185592,11.160003
9.674350,280.824701,-2.166142,11.158881
9.675348,280.801206,-2.146626,11.156750
9.676340,280.779838,-2.124636,11.153557
9.677336,280.757407,-2.102370,11.151376
9.678331,280.733230,-2.073813,11.156219
9.679326,280.706120,-2.055629,11.164144
9.680321,280.680818,-2.048739,11.166029
9.681316,280.654357,-2.042621,11.163969
9.682311,280.629996,-2.021985,11.163818
9.683307,280.607710,-2.003725,11.165580
9.684302,280.587333,-1.985850,11.163287
9.685298,280.564907,-1.960593,11.161052
9.686293,280.540615,-1.935991,11.162854
9.687288,280.516458,-1.914397,11.168625
9.688283,280.492397,-1.885853,11.177367
9.689278,280.466564,-1.848998,11.194115
9.690273,280.439706,-1.815916,11.210879
9.691272,280.417280,-1.796571,11.210571
9.692265,280.401759,-1.762774,11.200111
9.693263,280.387370,-1.718064,11.195543
9.694255,280.368254,-1.680623,11.199071
9.695250,280.347799,-1.667697,11.193683
9.696245,280.327053,-1.654721,11.178345
9.697241,280.304438,-1.624444,11.169011
9.698239,280.280229,-1.573844,11.176653
9.699232,280.255230,-1.531259,11.188237
9.700227,280.231029,-1.502681,11.193837
9.701222,280.208538,-1.481403,11.187442
9.702217,280.187979,-1.441597,11.177001
9.703214,280.167536,-1.392771,11.172503
9.704209,280.140538,-1.337783,11.189047
9.705204,280.106550,-1.314260,11.210715
9.706200,280.069408,-1.307027,11.229481
9.707194,280.037260,-1.285850,11.242121
9.708189,280.005134,-1.240773,11.257734
9.709184,279.981891,-1.203399,11.262195
9.710181,279.965397,-1.189214,11.251562
9.711176,279.951858,-1.172646,11.234915
9.712171,279.932527,-1.149976,11.232311
9.713168,279.911244,-1.114922,11.235709
9.714161,279.890695,-1.078154,11.220199
9.715156,279.880091,-1.043260,11.195509
9.716153,279.862561,-1.025903,11.181857
9.717148,279.840251,-1.003667,11.182241
9.718143,279.817838,-0.971462,11.176644
9.719138,279.801433,-0.916545,11.165956
9.720133,279.786163,-0.831004,11.162193
9.721128,279.767084,-0.759646,11.176373
9.722124,279.741910,-0.725876,11.192624
9.723121,279.717495,-0.701197,11.190924
9.724116,279.701163,-0.655245,11.182152
9.725112,279.682804,-0.602883,11.174374
9.726106,279.656472,-0.572930,11.175628
9.727101,279.630042,-0.574775,11.169919
9.728096,279.611695,-0.580178,11.161146
9.729095,279.593287,-0.562632,11.153331
9.730090,279.569907,-0.524281,11.147572
9.731085,279.549484,-0.498448,11.131826
9.732080,279.534159,-0.494498,11.119021
9.733077,279.514881,-0.491776,11.122175
9.734071,279.486583,-0.467428,11.130355
9.735068,279.459164,-0.436212,11.132555
9.736064,279.437826,-0.405201,11.129716
9.737059,279.415154,-0.397664,11.134804
9.738053,279.390440,-0.387652,11.143185
9.739049,279.368084,-0.367141,11.147665
9.740044,279.346000,-0.344699,11.153583
9.741042,279.313465,-0.324058,11.168244
9.742037,279.287112,-0.300047,11.171366
9.743032,279.262787,-0.289363,11.174472
9.744027,279.238477,-0.256789,11.181545
9.745023,279.211102,-0.209644,11.191605
9.746017,279.190855,-0.171916,11.197629
9.747012,279.171589,-0.143299,11.199667
9.748010,279.151023,-0.100807,11.202398
9.749005,279.127597,-0.057236,11.212319
9.750000,279.106207,-0.020093,11.222207
9.750995,279.085496,0.000823,11.219937
9.751990,279.069140,0.021525,11.209828
9.752985,279.051865,0.047796,11.204771
9.753980,279.033688,0.073642,11.209027
9.754975,279.013621,0.097972,11.214171
9.755970,278.993348,0.121651,11.211942
9.756965,278.972328,0.134319,11.215107
9.757960,278.953149,0.141728,11.219587
9.758955,278.930116,0.165177,11.227526
9.759950,278.905840,0.201367,11.245497
9.760945,278.883969,0.236746,11.260035
9.761940,278.858003,0.266487,11.281052
9.762936,278.828987,0.292430,11.305403
9.763931,278.805018,0.312230,11.318060
9.764926,278.784748,0.343071,11.313961
9.765921,278.752612,0.387525,11.340523
9.766916,278.718509,0.416021,11.373958
9.767911,278.686201,0.428001,11.393452
9.768906,278.658574,0.441770,11.399633
9.769902,278.637326,0.450946,11.388514
9.770897,278.622239,0.455911,11.371481
9.771892,278.607123,0.467843,11.358425
9.772887,278.584277,0.486676,11.356710
9.773882,278.558353,0.505087,11.359927
9.774877,278.536064,0.536341,11.355743
9.775872,278.511648,0.572991,11.361475
9.776867,278.488221,0.607459,11.369193
9.777862,278.462747,0.640344,11.377870
9.778857,278.437327,0.676206,11.381558
9.779852,278.412869,0.714866,11.389220
9.780847,278.386362,0.750949,11.397836
9.781842,278.365035,0.786009,11.398546
9.782837,278.345678,0.825656,11.403248
9.783832,278.320088,0.874502,11.416798
9.784826,278.292438,0.911791,11.433268
9.785822,278.267851,0.951529,11.444823
9.786816,278.244337,0.983037,11.455364
9.787811,278.223911,1.006997,11.461979
9.788806,278.198312,1.040944,11.473466
9.789801,278.174830,1.083427,11.479998
9.790796,278.156480,1.108971,11.483631
9.791791,278.138187,1.134503,11.484272
9.792786,278.118921,1.165203,11.482893
9.793781,278.104856,1.183921,11.475642
9.794776,278.088679,1.208034,11.472323
9.795771,278.067341,1.245113,11.472864
9.796766,278.044785,1.273484,11.482326
9.797761,278.019249,1.285535,11.488732
9.798756,277.997655,1.282852,11.480987
9.799751,277.988500,1.285471,11.457305
9.800746,277.981092,1.307081,11.440319
9.801741,277.974310,1.336810,11.422967
9.802736,277.963832,1.363427,11.412504
9.803732,277.946951,1.389847,11.401828
9.804727,277.929439,1.413311,11.396220
9.805722,277.911768,1.424842,11.396737
9.806717,277.898174,1.442187,11.393334
9.807712,277.886785,1.460506,11.376239
9.808707,277.869005,1.475040,11.365542
9.809703,277.845884,1.484573,11.355989
9.810700,277.827798,1.491123,11.347549
9.811693,277.811758,1.507186,11.341175
9.812688,277.793633,1.519704,11.335728
9.813685,277.777588,1.541798,11.327326
9.814678,277.758548,1.570361,11.319861
9.815674,277.738041,1.605264,11.326273
9.816669,277.713293,1.628040,11.339520
9.817664,277.692859,1.646985,11.343922
9.818661,277.673577,1.665732,11.342375
9.819654,277.653240,1.693565,11.344766
9.820649,277.630833,1.714889,11.347096
9.821644,277.613680,1.728212,11.343603
9.822640,277.595465,1.744742,11.341066
9.823636,277.576111,1.773449,11.342472
9.824630,277.556699,1.798142,11.346848
9.825626,277.535312,1.827251,11.348173
9.826620,277.513902,1.860291,11.351470
9.827615,277.493382,1.884232,11.357777
9.828610,277.470830,1.908576,11.364010
9.829605,277.448447,1.949802,11.365255
9.830600,277.430119,1.994209,11.366621
9.831595,277.412804,2.029462,11.368012
9.832590,277.393350,2.069118,11.372301
9.833585,277.371000,2.102381,11.372494
9.834580,277.351767,2.134033,11.370796
9.835575,277.332459,2.166695,11.371076
9.836570,277.313268,2.199333,11.368363
9.837565,277.295250,2.227757,11.361701
9.838560,277.275048,2.262581,11.358928
