#timestamp [ns],p_RS_R_x [m],p_RS_R_y [m],p_RS_R_z [m],q_RS_w [],q_RS_x [],q_RS_y [],q_RS_z []
38772205614,-1.876995391845703125e+02,1.746018409729003906e+01,-4.747459793090820312e+01,9.989049701988589325e-01,3.377791033728749499e-04,-4.629215445768126991e-02,6.766302754091744857e-03
38872305714,-1.918755035400390625e+02,1.777767944335937500e+01,-4.856203842163085938e+01,9.988998253359522295e-01,2.693147128709431470e-04,-4.620196706691179211e-02,8.027742680073878326e-03
38972405814,-1.960816955566406250e+02,1.811893844604492188e+01,-4.966830062866210938e+01,9.989030940433895056e-01,3.994874469319525663e-04,-4.610326230801062297e-02,8.181584497018919502e-03
39072505914,-2.003346710205078125e+02,1.845537185668945312e+01,-5.079816436767578125e+01,9.988950403396964495e-01,4.035025791727976392e-04,-4.628346543664550727e-02,8.147171140953117160e-03
39172606015,-2.046523437500000000e+02,1.876629066467285156e+01,-5.195431900024414062e+01,9.988917703205162368e-01,4.541353553035826587e-04,-4.633637887811350997e-02,8.244085121340262445e-03
39272706115,-2.090179290771484375e+02,1.907784461975097656e+01,-5.312783813476562500e+01,9.988884133938573662e-01,5.060550075451035858e-04,-4.639062194462765382e-02,8.342163473711311159e-03
39372806215,-2.134277038574218750e+02,1.938717460632324219e+01,-5.432473373413085938e+01,9.988851114956225352e-01,5.566884406206865912e-04,-4.644357957118866453e-02,8.439078561824230398e-03
39472906315,-2.178838043212890625e+02,1.969599914550781250e+01,-5.554280853271484375e+01,9.988817948824824100e-01,6.073213747233682964e-04,-4.649653555949914696e-02,8.535994028955468105e-03
39573006415,-2.223804321289062500e+02,2.000240135192871094e+01,-5.677665710449218750e+01,9.990897155847077160e-01,1.364853462814540454e-03,-4.156172638586360518e-02,9.513163917405920156e-03
39673106515,-2.269133300781250000e+02,2.030791282653808594e+01,-5.803725814819335938e+01,9.991078549245386853e-01,3.527425545665734651e-03,-4.103515495735229196e-02,9.336356609126321079e-03
39773206615,-2.314924316406250000e+02,2.061084747314453125e+01,-5.931745910644531250e+01,9.991098804128051292e-01,3.923141461060460425e-03,-4.099893636332971325e-02,9.118280521159576740e-03
39873306715,-2.361271057128906250e+02,2.091056442260742188e+01,-6.061157989501953125e+01,9.991072039906291335e-01,3.964329454709055074e-03,-4.103650743142185642e-02,9.224103416194720170e-03
39973406815,-2.408051147460937500e+02,2.120870780944824219e+01,-6.192667770385742188e+01,9.991044953817100893e-01,4.005507774954133147e-03,-4.107450430569559857e-02,9.329968465376099751e-03
40073506915,-2.455294036865234375e+02,2.150613212585449219e+01,-6.326062393188476562e+01,9.991018010389408621e-01,4.046557404048682638e-03,-4.111183366545623913e-02,9.435765288751223057e-03
40173607016,-2.503002014160156250e+02,2.180309104919433594e+01,-6.461110687255859375e+01,9.990990545118911825e-01,4.087730689443704740e-03,-4.115005122386134612e-02,9.541646374166276937e-03
40273707116,-2.551179199218750000e+02,2.210326957702636719e+01,-6.597689819335937500e+01,9.991225971134124473e-01,4.725148047311488256e-03,-4.097262805703278526e-02,7.276858070672996733e-03
40373807216,-2.599698181152343750e+02,2.239619255065917969e+01,-6.736968231201171875e+01,9.991373800251966975e-01,6.733342458228731668e-03,-4.039835601713428342e-02,6.865185127794548592e-03
40473907316,-2.648674621582031250e+02,2.269246101379394531e+01,-6.877776336669921875e+01,9.991214698872949995e-01,6.203270505760701860e-03,-4.077178671241085683e-02,7.447768361147112659e-03
40574007416,-2.698157043457031250e+02,2.299359893798828125e+01,-7.019576263427734375e+01,9.991190626873639458e-01,6.245831241562511613e-03,-4.080959990058435904e-02,7.527597410830721460e-03
40674107516,-2.748073425292968750e+02,2.329434967041015625e+01,-7.163272094726562500e+01,9.991166401609311576e-01,6.288417961050128506e-03,-4.084754285009120633e-02,7.607456617647542774e-03
40774207616,-2.798426208496093750e+02,2.359572792053222656e+01,-7.308744049072265625e+01,9.991142041846328148e-01,6.331005062785748615e-03,-4.088557838308193998e-02,7.687317587024497523e-03
40874307716,-2.849213867187500000e+02,2.389855957031250000e+01,-7.456207275390625000e+01,9.991117544860865785e-01,6.373381133090455335e-03,-4.092377726737628924e-02,7.767014538202703794e-03
40974407816,-2.900453186035156250e+02,2.420172500610351562e+01,-7.605393981933593750e+01,9.991092628852729085e-01,6.414420403020442210e-03,-4.096332915735963892e-02,7.844851310634483321e-03
41074507916,-2.952105712890625000e+02,2.450458717346191406e+01,-7.756287384033203125e+01,9.991067986719973648e-01,6.456942131258176440e-03,-4.100137098357204551e-02,7.924665492866416958e-03
41174608017,-3.004163513183593750e+02,2.480777740478515625e+01,-7.909513854980468750e+01,9.991043249231338352e-01,6.499462398741318730e-03,-4.103940869124922397e-02,8.004488908663941540e-03
41274708117,-3.056622009277343750e+02,2.511394882202148438e+01,-8.064916992187500000e+01,9.991018380517316944e-01,6.541844666635087194e-03,-4.107757496758691201e-02,8.084200937082279548e-03
41374808217,-3.109465637207031250e+02,2.542765998840332031e+01,-8.222558593750000000e+01,9.990993428565486667e-01,6.584352609619876194e-03,-4.111565149567907029e-02,8.164104752566450282e-03
41474908317,-3.162696533203125000e+02,2.575587844848632812e+01,-8.382179260253906250e+01,9.990968386450048699e-01,6.626790644307626807e-03,-4.115371275184492167e-02,8.244063442994539748e-03
41575008417,-3.216327209472656250e+02,2.610631179809570312e+01,-8.542852783203125000e+01,9.990943230836810685e-01,6.669168532859667473e-03,-4.119180334232809548e-02,8.324128209499272180e-03
41675108517,-3.270281982421875000e+02,2.649640846252441406e+01,-8.703334045410156250e+01,9.991269212643368869e-01,5.922426063837496653e-03,-4.101672437531030113e-02,5.286624242913129032e-03
41775208617,-3.324451599121093750e+02,2.691601371765136719e+01,-8.863146209716796875e+01,9.991250690796598111e-01,5.941075772177254952e-03,-4.105322831285047880e-02,5.332204077798894173e-03
41875308717,-3.378680725097656250e+02,2.735399055480957031e+01,-9.022656250000000000e+01,9.991232703576972130e-01,5.956237175028760225e-03,-4.108921418212483495e-02,5.374974079026676073e-03
41975408817,-3.432919006347656250e+02,2.780478286743164062e+01,-9.180786132812500000e+01,9.991215703074813881e-01,5.965137639031199181e-03,-4.112383947437237008e-02,5.416152337760654113e-03
42075508917,-3.487198791503906250e+02,2.827053070068359375e+01,-9.334764099121093750e+01,9.991198264415152019e-01,5.977273145681667212e-03,-4.115863305293235297e-02,5.459994728257660905e-03
42175609018,-3.541516723632812500e+02,2.875027847290039062e+01,-9.484803771972656250e+01,9.991179542938662950e-01,5.996346018905238974e-03,-4.119522557144679464e-02,5.505509256987659895e-03
42275709118,-3.595892333984375000e+02,2.923727416992187500e+01,-9.633190155029296875e+01,9.991161820030136642e-01,6.008580897950383665e-03,-4.123044511727005923e-02,5.549973940992192732e-03
42375809218,-3.650162048339843750e+02,2.980688285827636719e+01,-9.781079101562500000e+01,9.991800971012630983e-01,-1.851290015888787735e-02,-3.598686905024028881e-02,-1.162471667648970388e-03
42475909318,-3.704576721191406250e+02,3.035570907592773438e+01,-9.928690338134765625e+01,9.991877526068843052e-01,-1.738272767671858454e-02,-3.627481629999790291e-02,2.411124493365050803e-03
42576009418,-3.759190063476562500e+02,3.089857482910156250e+01,-1.007536849975585938e+02,9.992365932902560477e-01,-1.447989805514820344e-02,-3.625996445612252039e-02,1.333476522684085572e-03
42676109518,-3.813898010253906250e+02,3.143832969665527344e+01,-1.022204284667968750e+02,9.993399412217662814e-01,-6.022675087752560330e-03,-3.578758782303721742e-02,1.630282635753587837e-03
42776209618,-3.868854064941406250e+02,3.197092628479003906e+01,-1.036705017089843750e+02,9.993390140035902647e-01,-6.139780675522999581e-03,-3.579361256469423130e-02,1.629565327721517161e-03
42876309718,-3.923990478515625000e+02,3.250337219238281250e+01,-1.051039428710937500e+02,9.993380792378218080e-01,-6.251930281983466252e-03,-3.580031290384039222e-02,1.629217295988308811e-03
42976409818,-3.979335937500000000e+02,3.303543472290039062e+01,-1.065206985473632812e+02,9.993371227968840254e-01,-6.369126491854720275e-03,-3.580638130217590059e-02,1.628583992173655154e-03
43076509918,-4.034729309082031250e+02,3.359820175170898438e+01,-1.079220123291015625e+02,9.993304214236475858e-01,-1.275510383515204502e-02,-3.309023994207185848e-02,-9.002897531654067281e-03
43176610019,-4.090251770019531250e+02,3.419390487670898438e+01,-1.093175888061523438e+02,9.992935111581869867e-01,-1.543959238969499527e-02,-3.371322715879689069e-02,-6.125019062973540221e-03
43276710119,-4.146191711425781250e+02,3.474334716796875000e+01,-1.106988296508789062e+02,9.992802517030394682e-01,-1.333141204139915575e-02,-3.502418395513633154e-02,-5.878651849644145333e-03
43376810219,-4.202338562011718750e+02,3.529562377929687500e+01,-1.120802688598632812e+02,9.992762242512773785e-01,-1.328025949119673171e-02,-3.514674690589068146e-02,-5.947145188287285972e-03
43476910319,-4.258768005371093750e+02,3.585136413574218750e+01,-1.134576339721679688e+02,9.992793332934697403e-01,-1.041357512219090627e-02,-3.603534820064616118e-02,-5.815942382044378064e-03
43577010419,-4.315450439453125000e+02,3.639958190917968750e+01,-1.148399200439453125e+02,9.992774283601726371e-01,-1.054561806403463663e-02,-3.603696506376201369e-02,-5.894765349086179829e-03
43677110519,-4.372391662597656250e+02,3.694795608520507812e+01,-1.162314834594726562e+02,9.992754625358829523e-01,-1.068506437002157347e-02,-3.603733920925403234e-02,-5.974073637209409253e-03
43777210619,-4.429438171386718750e+02,3.754082107543945312e+01,-1.176469955444335938e+02,9.989990046500346610e-01,-2.849166684736370581e-02,-3.174928029858471723e-02,1.346093715239690854e-02
43877310719,-4.486693725585937500e+02,3.818194961547851562e+01,-1.190810089111328125e+02,9.988508178957078432e-01,-3.141667119530416191e-02,-3.163073008739476777e-02,1.759355774764625666e-02
43977410819,-4.544290161132812500e+02,3.878039169311523438e+01,-1.205167999267578125e+02,9.992473878226415529e-01,-1.861794880920769613e-02,-3.275633654709544929e-02,9.222381892903129888e-03
44077510919,-4.602299804687500000e+02,3.932597351074218750e+01,-1.219574203491210938e+02,9.992667356863972339e-01,-1.691821204037162810e-02,-3.306217465245019083e-02,9.309009574578940016e-03
44177611020,-4.660603942871093750e+02,3.986891555786132812e+01,-1.234105224609375000e+02,9.993164819561299872e-01,-1.390281555076772202e-02,-3.319897025210252067e-02,8.432614350546763227e-03
44277711120,-4.719198303222656250e+02,4.040867233276367188e+01,-1.248852920532226562e+02,9.993394667587377489e-01,-1.269792510281127912e-02,-3.323154716355117277e-02,7.420050509376940884e-03
44377811220,-4.778108520507812500e+02,4.095102691650390625e+01,-1.263751754760742188e+02,9.993482228057177785e-01,-1.227974538529090845e-02,-3.323862502064980906e-02,6.894290033250601024e-03
44477911320,-4.837352600097656250e+02,4.150085449218750000e+01,-1.278744812011718750e+02,9.993203408782519448e-01,-1.328853734719441688e-02,-3.345658845435950379e-02,7.932702637948794294e-03
44578011420,-4.896965637207031250e+02,4.205120849609375000e+01,-1.293774566650390625e+02,9.993134650582971013e-01,-1.235127531485138465e-02,-3.416905522595600070e-02,7.247083292060457066e-03
44678111520,-4.956904907226562500e+02,4.260518264770507812e+01,-1.308974761962890625e+02,9.993112767918775896e-01,-8.537917892288447025e-03,-3.532574145011152522e-02,7.494533050957755647e-03
44778211620,-5.017121276855468750e+02,4.318401718139648438e+01,-1.324366302490234375e+02,9.992586589620741089e-01,-1.286844317743432616e-02,-3.532472280082821908e-02,8.288523303409209980e-03
44878311720,-5.077675476074218750e+02,4.376179885864257812e+01,-1.339853820800781250e+02,9.992427202685947307e-01,-1.260041442064375669e-02,-3.558615585417199828e-02,9.425553467549193515e-03
44978411820,-5.138564453125000000e+02,4.434033203125000000e+01,-1.355414123535156250e+02,9.992236946194767988e-01,-1.326417624346161277e-02,-3.567035071990191930e-02,1.018311441082125901e-02
45078511920,-5.199846801757812500e+02,4.488526153564453125e+01,-1.371027679443359375e+02,9.992211837717778211e-01,-1.298584869327579043e-02,-3.574486902712933206e-02,1.052131045429300846e-02
45178612021,-5.261256103515625000e+02,4.543531799316406250e+01,-1.386735687255859375e+02,9.991358310359488293e-01,-1.946293894614841563e-02,-2.812847063924346289e-02,2.361301097233164253e-02
45278712121,-5.322689208984375000e+02,4.605782699584960938e+01,-1.402714233398437500e+02,9.985680775827495692e-01,-3.123720051277963095e-02,-2.442820831050283858e-02,3.590674554391103113e-02
45378812221,-5.384594116210937500e+02,4.663454437255859375e+01,-1.418872070312500000e+02,9.990719890713739559e-01,-1.782591487827354590e-02,-2.991686318133427239e-02,2.534519104505178477e-02
45478912321,-5.446950073242187500e+02,4.716146850585937500e+01,-1.435096282958984375e+02,9.991266205818012391e-01,-1.645756338873733196e-02,-3.027725056013149882e-02,2.363118174391710610e-02
45579012421,-5.509639282226562500e+02,4.767983245849609375e+01,-1.451452331542968750e+02,9.991982617496435459e-01,-1.432333899798632695e-02,-3.095277971095412167e-02,2.096666651151268129e-02
45679112521,-5.572646484375000000e+02,4.819268417358398438e+01,-1.467947082519531250e+02,9.992036153087556771e-01,-1.370950406081720106e-02,-3.125185124932763903e-02,2.067622900358375565e-02
45779212621,-5.635958862304687500e+02,4.870323944091796875e+01,-1.484542694091796875e+02,9.991941184958057498e-01,-1.362707615728630042e-02,-3.134400686290744753e-02,2.104684281718812583e-02
45879312721,-5.699562988281250000e+02,4.921085739135742188e+01,-1.501261596679687500e+02,9.991887174561536744e-01,-1.364000509066265118e-02,-3.167161333678394225e-02,2.080303050275281174e-02
45979412821,-5.763498535156250000e+02,4.971696472167968750e+01,-1.518099365234375000e+02,9.991611062383418673e-01,-1.350123690345047915e-02,-3.259255678379477383e-02,2.079725041790481121e-02
46079512921,-5.827751464843750000e+02,5.021776580810546875e+01,-1.535031433105468750e+02,9.991572544363159780e-01,-1.339966450503506969e-02,-3.267423628401355806e-02,2.091946896294802349e-02
46179613022,-5.892296752929687500e+02,5.071157073974609375e+01,-1.552101898193359375e+02,9.991545499652583207e-01,-1.330798654454119594e-02,-3.271596448107375738e-02,2.104158848389734576e-02
46279713122,-5.957139892578125000e+02,5.120073699951171875e+01,-1.569263000488281250e+02,9.991518205484988258e-01,-1.321631290384013384e-02,-3.275768813811210517e-02,2.116370562294230678e-02
46379813222,-6.022233276367187500e+02,5.168231201171875000e+01,-1.586616973876953125e+02,9.991490659811391728e-01,-1.312464079313654594e-02,-3.279941469585084812e-02,2.128582036656676002e-02
46479913322,-6.087604370117187500e+02,5.215507507324218750e+01,-1.604111938476562500e+02,9.991453206725058322e-01,-1.301262066703945397e-02,-3.287720829237608666e-02,2.141002233793613818e-02
46580013422,-6.153201293945312500e+02,5.264944076538085938e+01,-1.621570434570312500e+02,9.991673425746145920e-01,-1.812780016846183076e-02,-2.999983234875707588e-02,2.088095908912293575e-02
46680113522,-6.219067382812500000e+02,5.313595199584960938e+01,-1.639100189208984375e+02,9.992444528066822818e-01,-1.600385831862545169e-02,-3.023981679390928129e-02,1.843782889231694935e-02
46780213622,-6.285237426757812500e+02,5.361341857910156250e+01,-1.656665802001953125e+02,9.992409191376966371e-01,-1.602751550210265372e-02,-3.028090064300564821e-02,1.854107127243741562e-02
46880313722,-6.351715698242187500e+02,5.408311080932617188e+01,-1.674258270263671875e+02,9.992787019390069192e-01,-1.433412225476976554e-02,-3.082317974142320671e-02,1.692750368207358511e-02
46980413822,-6.418461303710937500e+02,5.454697799682617188e+01,-1.691931457519531250e+02,9.992863843301607041e-01,-1.390953042416120597e-02,-3.102732918946663615e-02,1.644846190687474993e-02
47080513922,-6.485514526367187500e+02,5.500083541870117188e+01,-1.709683380126953125e+02,9.992835635813118733e-01,-1.303348891419737338e-02,-3.188172019173145244e-02,1.568577829034618551e-02
47180614023,-6.552827758789062500e+02,5.544852066040039062e+01,-1.727526397705078125e+02,9.992813516315810496e-01,-1.302539377254568337e-02,-3.191573188245697135e-02,1.576405584986837610e-02
47280714123,-6.620544433593750000e+02,5.589743041992187500e+01,-1.745623626708984375e+02,9.992260519468132429e-01,-1.111326945764206167e-02,-3.568686237578046205e-02,1.225725118117220770e-02
47380814223,-6.688436279296875000e+02,5.635451126098632812e+01,-1.763976745605468750e+02,9.992318532830901656e-01,-1.047889058007061766e-02,-3.549817288309133761e-02,1.287540129913814294e-02
47480914323,-6.756633911132812500e+02,5.678050994873046875e+01,-1.782336273193359375e+02,9.992292831832618738e-01,-1.046082067928696437e-02,-3.555676238717438847e-02,1.292778048708528860e-02
47581014423,-6.825107421875000000e+02,5.720483779907226562e+01,-1.800662841796875000e+02,9.992267214595095259e-01,-1.044180494883877736e-02,-3.561516008168880143e-02,1.298030057609832026e-02
47681114523,-6.893838500976562500e+02,5.762185287475585938e+01,-1.819035644531250000e+02,9.992241253138296475e-01,-1.042582497070005873e-02,-3.567347831635499927e-02,1.303274757312601617e-02
47781214623,-6.962796020507812500e+02,5.802824020385742188e+01,-1.837498931884765625e+02,9.992215761703011623e-01,-1.040253149664957869e-02,-3.573241875756357627e-02,1.308523228431028584e-02
47881314723,-7.032009277343750000e+02,5.842872619628906250e+01,-1.856026611328125000e+02,9.992190492032096971e-01,-1.037807192673548262e-02,-3.579104280741819688e-02,1.313729756359861486e-02
47981414823,-7.101778564453125000e+02,5.883966827392578125e+01,-1.874719085693359375e+02,9.990403898352371304e-01,-8.432695346782721063e-03,-4.297847895306164401e-02,-1.986804639721990822e-04
48081514923,-7.171750488281250000e+02,5.925854492187500000e+01,-1.893471984863281250e+02,9.990583280926681464e-01,-9.025658139971477756e-03,-4.240941096126708831e-02,1.560905423672825573e-03
48181615024,-7.241932983398437500e+02,5.967679595947265625e+01,-1.912164916992187500e+02,9.990783036375699977e-01,-9.125998903352068245e-03,-4.188744599107530747e-02,2.168228086733533459e-03
48281715124,-7.312365722656250000e+02,6.007237243652343750e+01,-1.930766296386718750e+02,9.990749429003470405e-01,-9.151045682383908073e-03,-4.196537437556924904e-02,2.103374694524879750e-03
48381815224,-7.383029174804687500e+02,6.046573638916015625e+01,-1.949434356689453125e+02,9.990713221479161632e-01,-9.195225899611338127e-03,-4.204344591698089273e-02,2.071168195974380354e-03
48481915324,-7.453903198242187500e+02,6.085565185546875000e+01,-1.968208160400390625e+02,9.990678771128601587e-01,-9.228330801765780370e-03,-4.211990427955046579e-02,2.031869901734552428e-03
48582015424,-7.524976806640625000e+02,6.124196624755859375e+01,-1.987101135253906250e+02,9.990644996901167918e-01,-9.256174737754958512e-03,-4.219562909999155509e-02,1.994385373223194965e-03
48682115524,-7.596361083984375000e+02,6.164819717407226562e+01,-2.006028747558593750e+02,9.989055931713703984e-01,-1.193091545602787198e-02,-4.468605640753645081e-02,6.958846892717728168e-03
48782215624,-7.667897949218750000e+02,6.204542922973632812e+01,-2.025005493164062500e+02,9.988934133005612503e-01,-1.259415656483179984e-02,-4.477140188788924363e-02,6.989825331719230934e-03
48882315724,-7.739647827148437500e+02,6.243401718139648438e+01,-2.043865051269531250e+02,9.988921613851786674e-01,-1.258213318796773741e-02,-4.483884453188535096e-02,6.754100142276637381e-03
48982415824,-7.811618652343750000e+02,6.281816482543945312e+01,-2.062671356201171875e+02,9.988880747742409083e-01,-1.262268720512579705e-02,-4.492136937933711299e-02,6.734420139656359036e-03
49082515924,-7.883842773437500000e+02,6.319772720336914062e+01,-2.081394042968750000e+02,9.988840339212248232e-01,-1.266259266784824922e-02,-4.500178776861965546e-02,6.721950744976686216e-03
49182616025,-7.956290283203125000e+02,6.357295989990234375e+01,-2.100132751464843750e+02,9.988795313108764784e-01,-1.271833918866317921e-02,-4.508499708285086671e-02,6.728210347872423669e-03
49282716125,-8.028975830078125000e+02,6.394659042358398438e+01,-2.118833923339843750e+02,9.988750695453656459e-01,-1.277170128686151533e-02,-4.516810124522038783e-02,6.732140586901727043e-03
49382816225,-8.101788330078125000e+02,6.428768920898437500e+01,-2.137683410644531250e+02,9.990816746866563181e-01,-2.229004407545221670e-03,-4.274188369365385098e-02,-1.992541837864755024e-03
49482916325,-8.174868774414062500e+02,6.462461853027343750e+01,-2.156561431884765625e+02,9.990783319265660323e-01,-2.247911176172893120e-03,-4.281651222446732075e-02,-2.044468416656538071e-03
49583016425,-8.248195800781250000e+02,6.495793151855468750e+01,-2.175514221191406250e+02,9.990750599481437177e-01,-2.265382666728015491e-03,-4.288935426155344316e-02,-2.096645419080333649e-03
49683116525,-8.321743774414062500e+02,6.528550720214843750e+01,-2.194560699462890625e+02,9.990718080981633165e-01,-2.282602278675928582e-03,-4.296156013182892558e-02,-2.148567276862935454e-03
49783216625,-8.395509643554687500e+02,6.560943603515625000e+01,-2.213740692138671875e+02,9.990687124506493211e-01,-2.284415010040373624e-03,-4.303069306842915998e-02,-2.201977364561933954e-03
49883316725,-8.469501342773437500e+02,6.593245697021484375e+01,-2.232976989746093750e+02,9.990654797568649936e-01,-2.304525723998374249e-03,-4.310197961597745514e-02,-2.252925333085308707e-03
49983416825,-8.543706665039062500e+02,6.625122833251953125e+01,-2.252249298095703125e+02,9.990627506573084293e-01,-2.268637704504743603e-03,-4.316438622595148572e-02,-2.304190477207427885e-03
50083516925,-8.617200317382812500e+02,6.648711395263671875e+01,-2.271542510986328125e+02,9.994034251413784764e-01,1.966901767080798599e-02,-2.287950434931445773e-02,-1.680630358752265019e-02
50183617026,-8.690748291015625000e+02,6.671234130859375000e+01,-2.290978851318359375e+02,9.993576679256052087e-01,2.194387897931395978e-02,-2.143931260905012140e-02,-1.852224631323762943e-02
50283717126,-8.764448852539062500e+02,6.693704986572265625e+01,-2.310588531494140625e+02,9.994064816126210227e-01,2.037310529056182012e-02,-2.210819085137923079e-02,-1.681811489973176338e-02
50383817226,-8.838425903320312500e+02,6.716441345214843750e+01,-2.330258026123046875e+02,9.994032575605632518e-01,2.042256026981478789e-02,-2.210204959108466941e-02,-1.695721714296670457e-02
50483917326,-8.912567138671875000e+02,6.739071655273437500e+01,-2.349886169433593750e+02,9.994000163770702105e-01,2.047197019412615518e-02,-2.209573658875090343e-02,-1.709631909163715491e-02
50584017426,-8.986785888671875000e+02,6.761748504638671875e+01,-2.369542694091796875e+02,9.993967159012735468e-01,2.052036620494739755e-02,-2.209156136496074133e-02,-1.723605909197515121e-02
50684117526,-9.061077270507812500e+02,6.783944702148437500e+01,-2.389250335693359375e+02,9.993934269673904192e-01,2.056978754764359971e-02,-2.208542371336812832e-02,-1.737515565458341849e-02
50784217626,-9.135471801757812500e+02,6.805847167968750000e+01,-2.409030609130859375e+02,9.993212378366446158e-01,2.114399182875695976e-02,-2.311346343319593127e-02,-1.938460797396490687e-02
50884317726,-9.209906616210937500e+02,6.827912139892578125e+01,-2.428999633789062500e+02,9.993170654866172509e-01,2.119960542350183413e-02,-2.311114678619213131e-02,-1.954109135465284877e-02
50984417826,-9.284407958984375000e+02,6.850151824951171875e+01,-2.449060974121093750e+02,9.993129873940285179e-01,2.125528121594409681e-02,-2.310470331942412331e-02,-1.969616537742108209e-02
51084517926,-9.359028930664062500e+02,6.872125244140625000e+01,-2.469097137451171875e+02,9.993088806099054144e-01,2.131096325277745396e-02,-2.309829782040691282e-02,-1.985126235826164751e-02
51184618027,-9.433668212890625000e+02,6.894255828857421875e+01,-2.489255218505859375e+02,9.993047481841073054e-01,2.136664474201564398e-02,-2.309184702530811539e-02,-2.000633275056240903e-02
51284718127,-9.508369140625000000e+02,6.916210174560546875e+01,-2.509434967041015625e+02,9.993005799349927720e-01,2.142234164002218555e-02,-2.308563333576077806e-02,-2.016154145227472966e-02
51384818227,-9.583169555664062500e+02,6.937880706787109375e+01,-2.529550933837890625e+02,9.992963915465739033e-01,2.147803624298149847e-02,-2.307922174066574447e-02,-2.031662681123230091e-02
