#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
46597380000,3.490658503988659e-08,-1.7453292519943295e-08,-3.490658503988659e-08,-0.105344873046875,-0.22505495605468748,9.835380419921874
46598375000,1.7453292519943295e-08,-1.7453292519943295e-08,-5.235987755982989e-08,-0.1005564697265625,-0.1867477294921875,9.821015209960937
46599369000,1.7453292519943295e-08,0.0,-5.235987755982989e-08,-0.09576806640624999,-0.1388636962890625,9.80665
46600364000,0.0,-1.7453292519943295e-08,-1.7453292519943295e-08,-0.086191259765625,-0.0718260498046875,9.787496386718749
46601363000,0.0,0.0,0.0,-0.08140285644531249,0.0143652099609375,9.773131176757811
46602355000,0.0,0.0,1.7453292519943295e-08,-0.06703764648437499,0.08140285644531249,9.7683427734375
46603350000,-1.7453292519943295e-08,0.0,3.490658503988659e-08,-0.076614453125,0.1149216796875,9.763554370117188
46604346000,-1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.076614453125,0.1292868896484375,9.773131176757811
46605340000,-1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.062249243164062495,0.143652099609375,9.782707983398437
46606335000,-3.490658503988659e-08,1.7453292519943295e-08,0.0,-0.0526724365234375,0.15322890625,9.782707983398437
46607332000,-5.235987755982989e-08,1.7453292519943295e-08,1.7453292519943295e-08,-0.0526724365234375,0.15322890625,9.782707983398437
46608327000,-3.490658503988659e-08,1.7453292519943295e-08,3.490658503988659e-08,-0.047884033203124995,0.1292868896484375,9.782707983398437
46609321000,-3.490658503988659e-08,1.7453292519943295e-08,3.490658503988659e-08,-0.023942016601562498,0.06703764648437499,9.787496386718749
46610316000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,-0.023942016601562498,-0.023942016601562498,9.777919580078125
46611312000,0.0,0.0,-5.235987755982989e-08,-0.047884033203124995,-0.11013327636718749,9.80665
46612306000,1.7453292519943295e-08,0.0,-6.981317007977318e-08,-0.086191259765625,-0.15322890625,9.830592016601562
46613301000,1.7453292519943295e-08,0.0,-3.490658503988659e-08,-0.0718260498046875,-0.19632453613281248,9.82580361328125
46614299000,1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.0430956298828125,-0.1484405029296875,9.830592016601562
46615294000,3.490658503988659e-08,-1.7453292519943295e-08,6.981317007977318e-08,-0.033518823242187495,-0.0909796630859375,9.840168823242188
46616288000,0.0,-1.7453292519943295e-08,8.726646259971647e-08,-0.062249243164062495,-0.08140285644531249,9.854534033203125
46617283000,0.0,0.0,6.981317007977318e-08,-0.08140285644531249,-0.09576806640624999,9.854534033203125
46618278000,0.0,0.0,3.490658503988659e-08,-0.0718260498046875,-0.11013327636718749,9.835380419921874
46619273000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,-0.0383072265625,-0.1149216796875,9.811438403320311
46620270000,0.0,0.0,-1.7453292519943295e-08,-0.0143652099609375,-0.1005564697265625,9.801861596679688
46621265000,-1.7453292519943295e-08,0.0,-1.7453292519943295e-08,0.0047884033203125,-0.0718260498046875,9.801861596679688
46622260000,-1.7453292519943295e-08,0.0,-1.7453292519943295e-08,0.0383072265625,-0.0718260498046875,9.787496386718749
46623255000,0.0,-1.7453292519943295e-08,0.0,0.05746083984375,-0.0383072265625,9.777919580078125
46624251000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,0.028730419921875,0.009576806640625,9.816226806640625
46625244000,1.7453292519943295e-08,-1.7453292519943295e-08,1.7453292519943295e-08,0.009576806640625,-0.0047884033203125,9.801861596679688
46626242000,-3.490658503988659e-08,0.0,3.490658503988659e-08,0.0,0.0430956298828125,9.8449572265625
46627236000,3.490658503988659e-08,0.0,3.490658503988659e-08,0.0143652099609375,0.05746083984375,9.830592016601562
46628231000,0.0,0.0,0.0,0.05746083984375,0.09576806640624999,9.835380419921874
46629226000,1.7453292519943295e-08,0.0,-3.490658503988659e-08,0.086191259765625,0.13407529296874998,9.86411083984375
46630221000,0.0,0.0,-3.490658503988659e-08,0.1292868896484375,0.1484405029296875,9.82580361328125
46631216000,-1.7453292519943295e-08,0.0,-5.235987755982989e-08,0.19632453613281248,0.16759411621093748,9.792284790039062
46632213000,1.7453292519943295e-08,-1.7453292519943295e-08,-3.490658503988659e-08,0.26336218261718747,0.15322890625,9.720458740234374
46633207000,0.0,0.0,-3.490658503988659e-08,0.28730419921875,0.17238251953125,9.677363110351562
46634203000,3.490658503988659e-08,-1.7453292519943295e-08,-1.7453292519943295e-08,0.3064578125,0.2154781494140625,9.686939916992188
46635197000,-1.7453292519943295e-08,0.0,1.7453292519943295e-08,0.2920926025390625,0.22505495605468748,9.634267480468749
46636191000,0.0,0.0,3.490658503988659e-08,0.258573779296875,0.2346317626953125,9.648632690429688
46637186000,1.7453292519943295e-08,0.0,3.490658503988659e-08,0.24899697265624998,0.22505495605468748,9.667786303710937
46638181000,0.0,0.0,1.7453292519943295e-08,0.229843359375,0.19153613281249998,9.658209497070311
46639179000,0.0,0.0,1.7453292519943295e-08,0.239420166015625,0.1771709228515625,9.682151513671874
46640173000,-3.490658503988659e-08,-1.7453292519943295e-08,1.7453292519943295e-08,0.239420166015625,0.1771709228515625,9.682151513671874
46641167000,-3.490658503988659e-08,1.7453292519943295e-08,1.7453292519943295e-08,0.2154781494140625,0.1484405029296875,9.6917283203125
46642162000,1.7453292519943295e-08,0.0,0.0,0.22505495605468748,0.1580173095703125,9.677363110351562
46643158000,0.0,0.0,0.0,0.27293898925781246,0.181959326171875,9.701305126953125
46644152000,1.7453292519943295e-08,0.0,3.490658503988659e-08,0.28730419921875,0.1292868896484375,9.701305126953125
46645149000,1.7453292519943295e-08,-1.7453292519943295e-08,5.235987755982989e-08,0.2825157958984375,0.076614453125,9.734823950195311
46646144000,3.490658503988659e-08,1.7453292519943295e-08,6.981317007977318e-08,0.3064578125,0.1005564697265625,9.753977563476562
46647139000,1.7453292519943295e-08,-1.7453292519943295e-08,6.981317007977318e-08,0.32082302246093747,0.0909796630859375,9.749189160156249
46648134000,0.0,1.7453292519943295e-08,3.490658503988659e-08,0.2920926025390625,0.06703764648437499,9.730035546875
46649129000,0.0,0.0,1.7453292519943295e-08,0.2825157958984375,0.0430956298828125,9.734823950195311
46650124000,0.0,-1.7453292519943295e-08,-1.7453292519943295e-08,0.2346317626953125,0.0526724365234375,9.739612353515625
46651120000,-1.7453292519943295e-08,0.0,-6.981317007977318e-08,0.17238251953125,0.01915361328125,9.787496386718749
46652115000,-1.7453292519943295e-08,0.0,-8.726646259971647e-08,0.1197100830078125,-0.028730419921875,9.821015209960937
46653111000,-1.7453292519943295e-08,1.7453292519943295e-08,-8.726646259971647e-08,0.1149216796875,-0.033518823242187495,9.801861596679688
46654105000,0.0,0.0,-6.981317007977318e-08,0.086191259765625,-0.0430956298828125,9.777919580078125
46655099000,0.0,0.0,-6.981317007977318e-08,0.023942016601562498,-0.009576806640625,9.787496386718749
46656094000,-1.7453292519943295e-08,0.0,-6.981317007977318e-08,-0.028730419921875,0.009576806640625,9.835380419921874
46657090000,0.0,-1.7453292519943295e-08,-6.981317007977318e-08,-0.076614453125,-0.01915361328125,9.8449572265625
46658085000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,-0.1197100830078125,-0.1149216796875,9.840168823242188
46659080000,1.7453292519943295e-08,-3.490658503988659e-08,0.0,-0.201112939453125,-0.17238251953125,9.840168823242188
46660074000,-1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.26815058593749996,-0.19632453613281248,9.868899243164062
46661069000,1.7453292519943295e-08,0.0,3.490658503988659e-08,-0.2920926025390625,-0.26336218261718747,9.878476049804688
46662064000,1.7453292519943295e-08,0.0,5.235987755982989e-08,-0.28730419921875,-0.33039982910156246,9.878476049804688
46663059000,-1.7453292519943295e-08,0.0,5.235987755982989e-08,-0.28730419921875,-0.36391865234375,9.878476049804688
46664055000,-1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.296881005859375,-0.4070142822265625,9.86411083984375
46665050000,0.0,0.0,1.7453292519943295e-08,-0.3112462158203125,-0.411802685546875,9.859322436523437
46666045000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,-0.32082302246093747,-0.3687070556640625,9.883264453125
46667040000,-1.7453292519943295e-08,0.0,-1.7453292519943295e-08,-0.2920926025390625,-0.3687070556640625,9.883264453125
46668035000,0.0,0.0,0.0,-0.26815058593749996,-0.3495534423828125,9.883264453125
46669030000,0.0,0.0,-1.7453292519943295e-08,-0.26815058593749996,-0.3495534423828125,9.883264453125
46670025000,1.7453292519943295e-08,0.0,0.0,-0.22505495605468748,-0.2920926025390625,9.892841259765625
46671020000,1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.16280571289062498,-0.26336218261718747,9.854534033203125
46672015000,-1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.1292868896484375,-0.26336218261718747,9.811438403320311
46673010000,1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.1005564697265625,-0.239420166015625,9.782707983398437
46674005000,0.0,0.0,1.7453292519943295e-08,-0.076614453125,-0.2059013427734375,9.7683427734375
46675000000,0.0,0.0,0.0,-0.062249243164062495,-0.15322890625,9.753977563476562
46675995000,0.0,0.0,0.0,-0.05746083984375,-0.1197100830078125,9.758765966796874
46676990000,0.0,0.0,0.0,-0.076614453125,-0.1388636962890625,9.763554370117188
46677985000,0.0,-1.7453292519943295e-08,0.0,-0.09576806640624999,-0.13407529296874998,9.792284790039062
46678981000,0.0,0.0,0.0,-0.11013327636718749,-0.16280571289062498,9.830592016601562
46679975000,0.0,0.0,0.0,-0.1197100830078125,-0.2346317626953125,9.840168823242188
46680969000,-1.7453292519943295e-08,0.0,0.0,-0.11013327636718749,-0.2537853759765625,9.859322436523437
46681965000,1.7453292519943295e-08,0.0,0.0,-0.1197100830078125,-0.277727392578125,9.8449572265625
46682960000,-1.7453292519943295e-08,0.0,0.0,-0.12449848632812499,-0.2920926025390625,9.830592016601562
46683955000,0.0,0.0,0.0,-0.105344873046875,-0.26815058593749996,9.835380419921874
46684951000,1.7453292519943295e-08,-1.7453292519943295e-08,1.7453292519943295e-08,-0.086191259765625,-0.22026655273437498,9.82580361328125
46685944000,0.0,1.7453292519943295e-08,1.7453292519943295e-08,-0.062249243164062495,-0.1484405029296875,9.811438403320311
46686939000,1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.033518823242187495,-0.1197100830078125,9.792284790039062
46687934000,0.0,0.0,1.7453292519943295e-08,0.0,-0.0909796630859375,9.777919580078125
46688929000,0.0,0.0,3.490658503988659e-08,0.033518823242187495,-0.1197100830078125,9.763554370117188
46689924000,0.0,0.0,3.490658503988659e-08,0.023942016601562498,-0.1580173095703125,9.763554370117188
46690919000,-1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.01915361328125,-0.19632453613281248,9.7683427734375
46691914000,0.0,0.0,0.0,-0.076614453125,-0.24899697265624998,9.777919580078125
46692909000,-1.7453292519943295e-08,1.7453292519943295e-08,-1.7453292519943295e-08,-0.105344873046875,-0.26815058593749996,9.801861596679688
46693905000,-1.7453292519943295e-08,1.7453292519943295e-08,-1.7453292519943295e-08,-0.105344873046875,-0.26815058593749996,9.801861596679688
46694899000,-1.7453292519943295e-08,0.0,-3.490658503988659e-08,-0.1197100830078125,-0.2825157958984375,9.821015209960937
46695894000,0.0,0.0,-3.490658503988659e-08,-0.1484405029296875,-0.277727392578125,9.797073193359374
46696890000,0.0,0.0,-1.7453292519943295e-08,-0.16759411621093748,-0.2346317626953125,9.773131176757811
46697883000,0.0,0.0,0.0,-0.1580173095703125,-0.19632453613281248,9.758765966796874
46698878000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.13407529296874998,-0.1771709228515625,9.749189160156249
46699875000,1.7453292519943295e-08,-1.7453292519943295e-08,1.7453292519943295e-08,-0.1149216796875,-0.1484405029296875,9.744400756835937
46700869000,3.490658503988659e-08,-1.7453292519943295e-08,3.490658503988659e-08,-0.0909796630859375,-0.076614453125,9.749189160156249
46701864000,1.7453292519943295e-08,-1.7453292519943295e-08,1.7453292519943295e-08,-0.076614453125,-0.033518823242187495,9.787496386718749
46702859000,0.0,0.0,1.7453292519943295e-08,-0.062249243164062495,-0.05746083984375,9.830592016601562
46703854000,0.0,0.0,1.7453292519943295e-08,-0.06703764648437499,-0.06703764648437499,9.8449572265625
46704848000,-1.7453292519943295e-08,1.7453292519943295e-08,0.0,-0.06703764648437499,0.0,9.8449572265625
46705843000,0.0,0.0,-1.7453292519943295e-08,-0.0526724365234375,0.023942016601562498,9.854534033203125
46706840000,-1.7453292519943295e-08,1.7453292519943295e-08,0.0,-0.05746083984375,0.023942016601562498,9.854534033203125
46707835000,0.0,0.0,0.0,-0.0526724365234375,0.023942016601562498,9.849745629882811
46708829000,0.0,0.0,0.0,-0.06703764648437499,-0.0047884033203125,9.830592016601562
46709824000,-1.7453292519943295e-08,0.0,0.0,-0.06703764648437499,-0.028730419921875,9.816226806640625
46710819000,1.7453292519943295e-08,0.0,0.0,-0.062249243164062495,-0.047884033203124995,9.787496386718749
46711814000,0.0,-1.7453292519943295e-08,0.0,-0.06703764648437499,-0.062249243164062495,9.782707983398437
46712809000,0.0,0.0,0.0,-0.0383072265625,-0.06703764648437499,9.782707983398437
46713805000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.01915361328125,-0.047884033203124995,9.7683427734375
46714802000,1.7453292519943295e-08,0.0,0.0,0.0,-0.0143652099609375,9.773131176757811
46715795000,0.0,0.0,0.0,0.028730419921875,0.0143652099609375,9.758765966796874
46716790000,0.0,1.7453292519943295e-08,0.0,0.062249243164062495,0.0526724365234375,9.753977563476562
46717785000,0.0,1.7453292519943295e-08,0.0,0.06703764648437499,0.076614453125,9.749189160156249
46718782000,-1.7453292519943295e-08,1.7453292519943295e-08,0.0,0.076614453125,0.0909796630859375,9.758765966796874
46719775000,0.0,1.7453292519943295e-08,0.0,0.047884033203124995,0.0909796630859375,9.763554370117188
46720770000,0.0,0.0,0.0,0.028730419921875,0.0909796630859375,9.753977563476562
46721767000,-1.7453292519943295e-08,1.7453292519943295e-08,0.0,0.0,0.0909796630859375,9.763554370117188
46722760000,1.7453292519943295e-08,-1.7453292519943295e-08,1.7453292519943295e-08,0.0,0.0909796630859375,9.763554370117188
46723755000,-1.7453292519943295e-08,0.0,0.0,-0.01915361328125,0.0430956298828125,9.773131176757811
46724751000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.0430956298828125,0.0047884033203125,9.749189160156249
46725746000,0.0,0.0,1.7453292519943295e-08,-0.05746083984375,-0.009576806640625,9.758765966796874
46726741000,1.7453292519943295e-08,0.0,-1.7453292519943295e-08,-0.023942016601562498,-0.08140285644531249,9.734823950195311
46727738000,0.0,0.0,-1.7453292519943295e-08,0.0,-0.11013327636718749,9.725247143554688
46728730000,0.0,0.0,0.0,0.033518823242187495,-0.09576806640624999,9.744400756835937
46729727000,1.7453292519943295e-08,0.0,-1.7453292519943295e-08,0.028730419921875,-0.1005564697265625,9.734823950195311
46730720000,0.0,0.0,-1.7453292519943295e-08,0.028730419921875,-0.1388636962890625,9.739612353515625
46731715000,0.0,0.0,0.0,0.033518823242187495,-0.105344873046875,9.734823950195311
46732710000,1.7453292519943295e-08,0.0,0.0,0.01915361328125,-0.105344873046875,9.6917283203125
46733705000,-1.7453292519943295e-08,0.0,0.0,0.0047884033203125,-0.13407529296874998,9.701305126953125
46734701000,0.0,1.7453292519943295e-08,1.7453292519943295e-08,-0.0047884033203125,-0.11013327636718749,9.734823950195311
46735695000,0.0,0.0,0.0,-0.033518823242187495,-0.1197100830078125,9.758765966796874
46736690000,-1.7453292519943295e-08,1.7453292519943295e-08,1.7453292519943295e-08,-0.062249243164062495,-0.1197100830078125,9.797073193359374
46737685000,1.7453292519943295e-08,0.0,0.0,-0.09576806640624999,-0.11013327636718749,9.821015209960937
46738681000,-1.7453292519943295e-08,1.7453292519943295e-08,0.0,-0.1149216796875,-0.1005564697265625,9.835380419921874
46739676000,0.0,0.0,1.7453292519943295e-08,-0.13407529296874998,-0.11013327636718749,9.86411083984375
46740670000,1.7453292519943295e-08,0.0,0.0,-0.16280571289062498,-0.1149216796875,9.883264453125
46741665000,0.0,-1.7453292519943295e-08,0.0,-0.1771709228515625,-0.11013327636718749,9.897629663085937
46742660000,0.0,0.0,0.0,-0.16759411621093748,-0.11013327636718749,9.911994873046874
46743657000,1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.143652099609375,-0.1292868896484375,9.868899243164062
46744651000,0.0,-1.7453292519943295e-08,0.0,-0.1149216796875,-0.1149216796875,9.830592016601562
46745646000,1.7453292519943295e-08,0.0,0.0,-0.1005564697265625,-0.105344873046875,9.821015209960937
46746641000,0.0,-1.7453292519943295e-08,0.0,-0.08140285644531249,-0.09576806640624999,9.777919580078125
46747636000,0.0,0.0,-1.7453292519943295e-08,-0.06703764648437499,-0.0718260498046875,9.763554370117188
46748631000,0.0,0.0,0.0,-0.0526724365234375,-0.062249243164062495,9.777919580078125
46749626000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,-0.033518823242187495,-0.076614453125,9.753977563476562
46750621000,0.0,0.0,0.0,-0.01915361328125,-0.11013327636718749,9.744400756835937
46751616000,0.0,1.7453292519943295e-08,0.0,-0.028730419921875,-0.11013327636718749,9.739612353515625
46752611000,0.0,0.0,0.0,-0.028730419921875,-0.11013327636718749,9.739612353515625
46753606000,0.0,0.0,0.0,-0.0430956298828125,-0.1197100830078125,9.725247143554688
46754601000,0.0,0.0,0.0,-0.0526724365234375,-0.12449848632812499,9.725247143554688
46755596000,0.0,0.0,0.0,-0.08140285644531249,-0.1149216796875,9.739612353515625
46756591000,0.0,0.0,0.0,-0.105344873046875,-0.105344873046875,9.753977563476562
46757586000,0.0,0.0,0.0,-0.1149216796875,-0.076614453125,9.782707983398437
46758581000,0.0,0.0,1.7453292519943295e-08,-0.12449848632812499,-0.047884033203124995,9.82580361328125
46759576000,0.0,-1.7453292519943295e-08,0.0,-0.1388636962890625,-0.0430956298828125,9.854534033203125
46760571000,0.0,-1.7453292519943295e-08,1.7453292519943295e-08,-0.143652099609375,-0.009576806640625,9.868899243164062
46761566000,0.0,0.0,0.0,-0.1292868896484375,0.0,9.868899243164062
46762561000,0.0,0.0,0.0,-0.0909796630859375,-0.009576806640625,9.830592016601562
46763556000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.076614453125,0.009576806640625,9.801861596679688
46764550000,0.0,0.0,0.0,-0.0430956298828125,0.009576806640625,9.782707983398437
46765545000,0.0,0.0,0.0,-0.01915361328125,0.0,9.744400756835937
46766540000,0.0,0.0,0.0,-0.009576806640625,0.0,9.706093530273437
46767535000,-1.7453292519943295e-08,1.7453292519943295e-08,0.0,0.0047884033203125,0.0,9.701305126953125
46768530000,0.0,0.0,0.0,0.0,-0.023942016601562498,9.677363110351562
46769524000,-1.7453292519943295e-08,0.0,0.0,0.0047884033203125,-0.0383072265625,9.677363110351562
46770519000,0.0,1.7453292519943295e-08,0.0,-0.009576806640625,-0.05746083984375,9.710881933593749
46771514000,0.0,1.7453292519943295e-08,0.0,-0.0430956298828125,-0.086191259765625,9.706093530273437
46772509000,-1.7453292519943295e-08,0.0,0.0,-0.076614453125,-0.0909796630859375,9.734823950195311
46773504000,1.7453292519943295e-08,0.0,0.0,-0.1005564697265625,-0.105344873046875,9.773131176757811
46774499000,-1.7453292519943295e-08,0.0,0.0,-0.1197100830078125,-0.086191259765625,9.777919580078125
46775495000,0.0,0.0,1.7453292519943295e-08,-0.11013327636718749,-0.08140285644531249,9.777919580078125
46776490000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.1149216796875,-0.05746083984375,9.782707983398437
46777484000,-1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.1292868896484375,-0.05746083984375,9.763554370117188
46778479000,1.7453292519943295e-08,-1.7453292519943295e-08,1.7453292519943295e-08,-0.1292868896484375,-0.0430956298828125,9.753977563476562
46779474000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.1197100830078125,-0.0047884033203125,9.739612353515625
46780469000,0.0,-1.7453292519943295e-08,0.0,-0.1005564697265625,0.0143652099609375,9.706093530273437
46781464000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.05746083984375,0.0143652099609375,9.6917283203125
46782459000,0.0,0.0,0.0,-0.028730419921875,0.028730419921875,9.682151513671874
46783454000,0.0,0.0,0.0,-0.028730419921875,0.028730419921875,9.682151513671874
46784449000,0.0,0.0,0.0,0.0047884033203125,0.028730419921875,9.677363110351562
46785444000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,0.023942016601562498,0.0047884033203125,9.662997900390625
46786438000,0.0,1.7453292519943295e-08,0.0,0.0383072265625,0.01915361328125,9.643844287109374
46787433000,0.0,1.7453292519943295e-08,0.0,0.0430956298828125,0.033518823242187495,9.634267480468749
46788429000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,0.0430956298828125,-0.009576806640625,9.634267480468749
46789424000,0.0,0.0,0.0,0.01915361328125,0.0,9.65342109375
46790419000,0.0,1.7453292519943295e-08,0.0,0.0047884033203125,0.01915361328125,9.682151513671874
46791414000,0.0,0.0,0.0,-0.028730419921875,-0.01915361328125,9.6917283203125
46792411000,0.0,0.0,0.0,-0.062249243164062495,-0.009576806640625,9.715670336914062
46793403000,1.7453292519943295e-08,0.0,1.7453292519943295e-08,-0.0718260498046875,-0.0143652099609375,9.744400756835937
46794400000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.09576806640624999,-0.023942016601562498,9.758765966796874
46795395000,0.0,0.0,1.7453292519943295e-08,-0.1005564697265625,-0.028730419921875,9.792284790039062
46796390000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.0909796630859375,-0.009576806640625,9.811438403320311
46797385000,-1.7453292519943295e-08,-1.7453292519943295e-08,1.7453292519943295e-08,-0.0909796630859375,0.0,9.792284790039062
46798379000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.076614453125,0.0143652099609375,9.792284790039062
46799374000,0.0,0.0,0.0,-0.0526724365234375,0.033518823242187495,9.763554370117188
46800370000,0.0,0.0,0.0,-0.033518823242187495,0.0383072265625,9.725247143554688
46801365000,0.0,0.0,0.0,-0.0047884033203125,0.0430956298828125,9.715670336914062
46802360000,0.0,0.0,0.0,0.0143652099609375,0.0526724365234375,9.710881933593749
46803355000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,0.033518823242187495,0.0526724365234375,9.701305126953125
46804350000,0.0,0.0,0.0,0.047884033203124995,0.0143652099609375,9.696516723632811
46805344000,0.0,1.7453292519943295e-08,-1.7453292519943295e-08,0.047884033203124995,0.023942016601562498,9.677363110351562
46806340000,-1.7453292519943295e-08,1.7453292519943295e-08,0.0,0.0430956298828125,0.01915361328125,9.672574707031249
46807335000,0.0,0.0,0.0,0.01915361328125,-0.01915361328125,9.662997900390625
46808330000,-1.7453292519943295e-08,1.7453292519943295e-08,0.0,-0.0143652099609375,-0.0047884033203125,9.667786303710937
46809325000,1.7453292519943295e-08,1.7453292519943295e-08,0.0,-0.0430956298828125,-0.0383072265625,9.701305126953125
46810320000,-1.7453292519943295e-08,0.0,0.0,-0.0430956298828125,-0.0383072265625,9.701305126953125
46811315000,0.0,0.0,0.0,-0.062249243164062495,-0.06703764648437499,9.720458740234374
46812310000,3.490658503988659e-08,-1.7453292519943295e-08,0.0,-0.08140285644531249,-0.062249243164062495,9.710881933593749
46813305000,-1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.086191259765625,-0.086191259765625,9.696516723632811
46814303000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.1005564697265625,-0.0909796630859375,9.677363110351562
46815295000,0.0,-1.7453292519943295e-08,0.0,-0.1005564697265625,-0.0909796630859375,9.662997900390625
46816290000,0.0,-1.7453292519943295e-08,1.7453292519943295e-08,-0.086191259765625,-0.08140285644531249,9.65342109375
46817286000,1.7453292519943295e-08,-1.7453292519943295e-08,0.0,-0.076614453125,-0.06703764648437499,9.634267480468749
46818280000,0.0,-1.7453292519943295e-08,0.0,-0.076614453125,-0.0718260498046875,9.595960253906249
46819277000,0.0,0.0,0.0,-0.0526724365234375,-0.08140285644531249,9.586383447265625
46820272000,0.0,-1.7453292519943295e-08,0.0,-0.047884033203124995,-0.11013327636718749,9.586383447265625
46821266000,0.0,0.0,0.0,-0.0430956298828125,-0.13407529296874998,9.581595043945311
46822261000,0.0,0.0,0.0,-0.0383072265625,-0.1484405029296875,9.619902270507811
46823259000,0.0,1.7453292519943295e-08,0.0,-0.047884033203124995,-0.16280571289062498,9.624690673828125
46824251000,-1.7453292519943295e-08,1.7453292519943295e-08,-1.7453292519943295e-08,-0.05746083984375,-0.16759411621093748,9.6151138671875
46825247000,0.0,1.7453292519943295e-08,0.0,-0.062249243164062495,-0.1771709228515625,9.610325463867188
46826241000,0.0,1.7453292519943295e-08,0.0,-0.076614453125,-0.16759411621093748,9.634267480468749
